file_path,github_url,logging_statement,commit_id,length_of_static_text,num_variables,tokens,containing_block_type,exception_type,num_logging_statements,num_lines_of_code_in_file
puzlib/src/main/java/app/crossword/yourealwaysbe/io/GuardianJSONIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Could not read Guardian JSON: "" + e)",6a9b90f2a01e6e02a3bf53dd529c93aee93f0359,48,0,2,CatchClause,"J,S,O,N,E,x,c,e,p,t,i,o,n",2,205
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PrzekrojIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Could not read Przekroj crossword: "" + e)",b827fd38502d42f0f98b987a72f93a89ed21514f,51,0,2,CatchClause,"P,r,z,F,o,r,m,a,t,E,x,c,e,p,t,i,o,n",1,173
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PrzekrojIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Could not read Przekroj crossword: "" + e)",a32f8f1c2d8a9cd0a5d89aa5c4aaa80e40ff05ac,53,0,2,CatchClause,"P,r,z,F,o,r,m,a,t,E,x,c,e,p,t,i,o,n",1,164
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PuzzleStreamReader.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Could not read input stream with "" + e)",4943dcc34246042c9aabe7484e7b60e1c772f78c,52,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,53
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PuzzleStreamReader.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Parse attempt failed with "" + e)",4943dcc34246042c9aabe7484e7b60e1c772f78c,45,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,53
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PuzzleStreamReader.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Parse attempt failed with "" + e)",4943dcc34246042c9aabe7484e7b60e1c772f78c,45,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,58
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PuzzleStreamReader.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Could not read input stream with "" + e)",4943dcc34246042c9aabe7484e7b60e1c772f78c,52,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,58
app/src/main/java/app/crossword/yourealwaysbe/net/RaetselZentraleSchwedenDownloader.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Getting Raetsel Zentrale puzzle ID from "" + url)",483a32201883357462feb4bca6bdf70c944d011b,58,0,2,TryStatement,"I,O,E,x,c,e,p,t,i,o,n",1,114
app/src/main/java/app/crossword/yourealwaysbe/net/RaetselZentraleSchwedenDownloader.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Getting Raetsel Zentrale puzzle JSON from "" + jsonUrl)",483a32201883357462feb4bca6bdf70c944d011b,64,0,2,TryStatement,"I,O,E,x,c,e,p,t,i,o,n",1,114
app/src/main/java/app/crossword/yourealwaysbe/net/AbstractDateDownloader.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Malformed URL in download: "" + e)",709461b6f9d3af36899cc433db6eff0e14ef94e3,45,0,2,CatchClause,"M,a,l,f,o,r,m,e,d,U,R,L,E,x,c,e,p,t,i,o,n",1,160
puzlib/src/main/java/app/crossword/yourealwaysbe/io/RCIJeuxMFJIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Could not read RCIJeux MFJ: "" + e)",7ed8e853a37b230e18fc9735709c9767c4a64dd6,46,0,2,CatchClause,"M,F,J,F,o,r,m,a,t,E,x,c,e,p,t,i,o,n",1,376
app/src/main/java/app/crossword/yourealwaysbe/net/RaetselZentraleSchwedenDownloader.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Getting Raetsel Zentrale puzzle ID from "" + url)",e1023a75e243a94febd281441d6467e1bd85293e,58,0,2,TryStatement,"I,O,E,x,c,e,p,t,i,o,n",1,124
app/src/main/java/app/crossword/yourealwaysbe/net/RaetselZentraleSchwedenDownloader.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Getting Raetsel Zentrale puzzle JSON from "" + jsonUrl)",e1023a75e243a94febd281441d6467e1bd85293e,64,0,2,TryStatement,"I,O,E,x,c,e,p,t,i,o,n",1,124
puzlib/src/main/java/app/crossword/yourealwaysbe/io/RaetselZentraleSchwedenJSONIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Could not read RaetselZentrale JSON: "" + e)",bad014be107a5f6da4a40c41ef0f94c799247a9d,55,0,2,CatchClause,"R,Z,S,F,o,r,m,a,t,E,x,c,e,p,t,i,o,n",1,348
puzlib/src/main/java/app/crossword/yourealwaysbe/io/RaetselZentraleSchwedenJSONIO.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(""Could not read Guardian JSON: "" + e)",bad014be107a5f6da4a40c41ef0f94c799247a9d,48,0,2,CatchClause,"J,S,O,N,E,x,c,e,p,t,i,o,n",1,348
app/src/main/java/app/crossword/yourealwaysbe/PlayActivity.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Configuration Changed ""+screenWidthInInches+"" "")",dc2f627664c3dc86b2e453c52539578447ad3110,58,0,3,MethodDeclaration,None,1,1029
app/src/main/java/app/crossword/yourealwaysbe/view/PlayboardRenderer.java,https://github.com/yourealwaysbe/forkyz,"LOG.warning(""getDeviceMaxScale ""+retValue)",dc2f627664c3dc86b2e453c52539578447ad3110,42,0,2,IfStatement,None,1,1134
app/src/main/java/app/crossword/yourealwaysbe/view/PlayboardRenderer.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""Board ""+board.getPuzzle().getWidth() +"" widthPixels ""+widthPixels)",dc2f627664c3dc86b2e453c52539578447ad3110,76,0,4,MethodDeclaration,None,1,1134
app/src/main/java/app/crossword/yourealwaysbe/view/PlayboardRenderer.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""FORKYZ: "" + length + "" from "" + letterTextSize + "" to "" + (letterTextSize / ((length + 1) / 2)))",dc2f627664c3dc86b2e453c52539578447ad3110,116,0,7,IfStatement,None,1,1134
app/src/main/java/app/crossword/yourealwaysbe/util/files/FileHandlerShared.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.severe(""Could not create file for sharing: "" + e)",8ed111bf456f267d336924b53f30f53d8466bde0,56,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,103
app/src/main/java/app/crossword/yourealwaysbe/view/PlayboardRenderer.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""FORKYZ: "" + length + "" from "" + letterTextSize + "" to "" + (letterTextSize / ((length + 1) / 2)))",72e5d4d0a35ab727a969dc3f747cc002d47959a5,116,0,7,IfStatement,None,1,1134
app/src/main/java/app/crossword/yourealwaysbe/PuzzleImporter.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""FileNotFoundException with "" + uri)",edb146e2c78d861f8a60a1824615855dcff41f8b,48,0,2,CatchClause,"F,i,l,e,N,o,t,F,o,u,n,d,E,x,c,e,p,t,i,o,n",1,116
puzlib/src/main/java/app/crossword/yourealwaysbe/io/PuzzleStreamReader.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Could not read input stream with "" + e)",edb146e2c78d861f8a60a1824615855dcff41f8b,52,0,2,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",1,51
puzlib/src/main/java/app/crossword/yourealwaysbe/puz/Box.java,https://github.com/yourealwaysbe/forkyz,System.out.println(cluePositions),000789fe888d0b0b4b355137569afaff29c1dc00,33,0,1,MethodDeclaration,None,1,342
puzlib/src/main/java/app/crossword/yourealwaysbe/puz/Box.java,https://github.com/yourealwaysbe/forkyz,System.out.println(cluePositions),4d0fbbb498afc630d232b43e4ffcd435778aab21,33,0,1,MethodDeclaration,None,1,342
puzlib/src/test/java/app/crossword/yourealwaysbe/io/JPZIOTest.java,https://github.com/yourealwaysbe/forkyz,System.out.println(acrossClues),4d0fbbb498afc630d232b43e4ffcd435778aab21,31,0,1,MethodDeclaration,None,1,91
app/src/main/java/app/crossword/yourealwaysbe/net/PageScraper.java,https://github.com/yourealwaysbe/forkyz,"System.err.println(""Exception downloading "" + url\n                                + "" for "" + this.sourceName)",e6500f32889a739f482de8a58f1f104393428e30,111,0,4,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",0,235
app/src/main/java/app/crossword/yourealwaysbe/net/PageScraper.java,https://github.com/yourealwaysbe/forkyz,"System.err.println(""Exception downloading "" + url\n                                + "" for "" + this.sourceName)",e6500f32889a739f482de8a58f1f104393428e30,111,0,4,CatchClause,"I,O,E,x,c,e,p,t,i,o,n",0,212
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Skipping download, no write permission"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,53,0,2,IfStatement,None,1,268
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Downloading most recent puzzles"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,46,0,1,IfStatement,None,1,268
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Scheduling hourly downloads"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,42,0,1,MethodDeclaration,None,1,314
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Scheduling next daily download in "" + nextDelay + ""ms"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,68,0,3,IfStatement,None,1,314
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Skipping download, no write permission"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,53,0,2,IfStatement,None,1,314
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Downloading most recent puzzles"")",dd7bb6333cb6deacaa6e175a8d63ca37ef12ea6a,46,0,1,IfStatement,None,1,314
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Starting background download task"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,48,0,1,MethodDeclaration,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Scheduling background download job: "" + info)",d52bdc1b2d638f0706162532ce4073cfff6eff15,58,0,2,MethodDeclaration,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Successfully scheduled background downloads"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,58,0,1,IfStatement,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.log(Level.WARNING, ""Unable to schedule background downloads"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,68,0,2,IfStatement,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Unscheduling background downloads"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,48,0,1,MethodDeclaration,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Skipping download, no write permission"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,53,0,2,IfStatement,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/service/BackgroundDownloadService.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Downloading most recent puzzles"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,46,0,1,IfStatement,None,1,169
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Skipping download, no write permission"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,53,0,2,IfStatement,None,1,153
app/src/main/java/app/crossword/yourealwaysbe/util/BackgroundDownloadManager.java,https://github.com/yourealwaysbe/forkyz,"LOGGER.info(""Downloading most recent puzzles"")",d52bdc1b2d638f0706162532ce4073cfff6eff15,46,0,1,IfStatement,None,1,153
app/src/main/java/app/crossword/yourealwaysbe/view/PlayboardRenderer.java,https://github.com/yourealwaysbe/forkyz,"LOG.warning(""fitTo ""+shortDimension+"" dpi""+ dpi +"" == ""+newScale)",0c52f41cda2fe0d1be629719b09d0b7975070c5a,65,0,6,MethodDeclaration,None,1,957
app/src/main/java/app/crossword/yourealwaysbe/NotesActivity.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(\n                    ""NotesActivity does not support notes on clues ""\n                    + ""that are not across or down. Finishing.""\n                )",620119a381d290e93e1d513c1fd0092da5271615,165,0,2,IfStatement,None,0,815
app/src/main/java/app/crossword/yourealwaysbe/NotesActivity.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(""NotesActivity needs a non-empty word"")",620119a381d290e93e1d513c1fd0092da5271615,48,0,1,IfStatement,None,1,805
puzlib/src/main/java/app/crossword/yourealwaysbe/io/IPuzIO.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""Write "" + clue + "" "" + clue.hasNumber())",620119a381d290e93e1d513c1fd0092da5271615,60,0,4,ForStatement,None,1,1712
puzlib/src/main/java/app/crossword/yourealwaysbe/io/IPuzIO.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""Writes "" + clues)",620119a381d290e93e1d513c1fd0092da5271615,37,0,2,MethodDeclaration,None,1,1712
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(b1[x][y] +"" == ""+ b2[x][y] )",620119a381d290e93e1d513c1fd0092da5271615,47,0,3,ForStatement,None,1,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""========================"")",620119a381d290e93e1d513c1fd0092da5271615,46,0,1,ForStatement,None,1,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,System.out.print(box.getSolution()),620119a381d290e93e1d513c1fd0092da5271615,35,0,1,ForStatement,None,2,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,System.out.print(box.getSolution()),620119a381d290e93e1d513c1fd0092da5271615,35,0,1,ForStatement,None,2,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(b + "" ""+(System.currentTimeMillis() - incept))",620119a381d290e93e1d513c1fd0092da5271615,65,0,3,ForStatement,None,2,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(b + "" ""+(System.currentTimeMillis() - incept))",620119a381d290e93e1d513c1fd0092da5271615,65,0,3,ForStatement,None,2,266
puzlib/src/test/java/app/crossword/yourealwaysbe/io/JPZIOTest.java,https://github.com/yourealwaysbe/forkyz,System.out.println(acrossClues),620119a381d290e93e1d513c1fd0092da5271615,31,0,1,MethodDeclaration,None,1,91
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""----------"")",620119a381d290e93e1d513c1fd0092da5271615,32,0,1,MethodDeclaration,None,1,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",620119a381d290e93e1d513c1fd0092da5271615,131,0,2,MethodDeclaration,None,12,98
app/src/main/java/app/crossword/yourealwaysbe/NotesActivity.java,https://github.com/yourealwaysbe/forkyz,"LOG.severe(\n                    ""NotesActivity does not support notes on clues ""\n                    + ""that are not across or down. Finishing.""\n                )",fc3833aa4ce8167a5a5d7e37902e3d9b6a8e56a0,165,0,2,IfStatement,None,0,808
puzlib/src/test/java/app/crossword/yourealwaysbe/io/IOTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(\n                        m.title +""\\n""+m.source+""\\n""+m.percentComplete\n                    )",aab3e2f4364e7a96feb5e4bf97b029008a41dad5,115,0,5,TryStatement,None,0,259
app/src/main/java/app/crossword/yourealwaysbe/NotesActivity.java,https://github.com/yourealwaysbe/forkyz,"LOG.info(\n                ""NotesActivity resumed but no Puzzle selected, ""\n                    + ""finishing.""\n            )",aab3e2f4364e7a96feb5e4bf97b029008a41dad5,126,0,3,IfStatement,None,0,796
puzlib/src/test/java/app/crossword/yourealwaysbe/io/JPZIOTest.java,https://github.com/yourealwaysbe/forkyz,System.out.println(new String(baos.toByteArray())),c268622af753762ebb721610c13bc7e95ad07253,50,0,1,MethodDeclaration,None,1,77
puzlib/src/main/java/app/crossword/yourealwaysbe/io/IPuzIO.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""Write "" + clue + "" "" + clue.hasNumber())",faa211bc6f63ec81fb7fbc06342b7ee52e55a7b4,60,0,4,ForStatement,None,1,1642
puzlib/src/main/java/app/crossword/yourealwaysbe/io/IPuzIO.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""Writes "" + clues)",faa211bc6f63ec81fb7fbc06342b7ee52e55a7b4,37,0,2,MethodDeclaration,None,1,1642
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
puzlib/src/test/java/app/crossword/yourealwaysbe/puz/PlayboardTest.java,https://github.com/yourealwaysbe/forkyz,"System.out.println(""ON: ""+board.getBoxes()[board.getHighlightLetter().getRow()][board.getHighlightLetter().getCol()].getSolution())",42143a7ffddffc49627553863883760681ab3a5c,131,0,2,MethodDeclaration,None,12,99
